province,university,code,major_name,admission_zone_type,study_type,admission_type,capacity_1,capacity_2,gender,notes
آذربایجان شرقی,دانشگاه مراغه,10392,علوم ورزشی,کشوری,نوبت دوم,صرفا با سوابق تحصیلی,5,-,فقط زن,
آذربایجان شرقی,دانشگاه مراغه,10393,علوم ورزشی,کشوری,نوبت دوم,صرفا با سوابق تحصیلی,5,-,فقط مرد,
آذربایجان شرقی,دانشگاه مراغه,10395,مترجمی زبان انگلیسی,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,30103,چند رسانه ای,کشوری,روزانه,با آزمون,-,28,فقط زن,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,30104,مهندسی شهرسازی,قطبی,روزانه,با آزمون,19,-,فقط مرد,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,30105,مهندسی شهرسازی,قطبی,روزانه,با آزمون,-,23,فقط زن,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,30106,مهندسی معماری,ناحیهای,روزانه,با آزمون,23,-,فقط مرد,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,30107,مهندسی معماری,ناحیهای,روزانه,با آزمون,-,23,فقط زن,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,10396,چند رسانه ای,کشوری,روزانه,صرفا با سوابق تحصیلی,27,-,فقط مرد,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,10397,باستان شناسی,,روزانه -,صرفا با سوابق تحصیلی,30,-,هر دو,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,10398,طراحی صنعتی,,روزانه,صرفا با سوابق تحصیلی,18,-,فقط مرد,
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,10399,طراحی و ساخت طال و جواهر,,روزانه,صرفا با سوابق تحصیلی,18,-,فقط مرد,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,10400,طراحی و ساخت طال و جواهر,,روزانه,صرفا با سوابق تحصیلی,-,23,فقط زن,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,10401,نقاشی ایرانی,,روزانه,صرفا با سوابق تحصیلی,18,-,فقط مرد,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه هنر اسالمی تبریز,10402,هنر اسالمی,,روزانه,صرفا با سوابق تحصیلی,72,-,هر دو,محدودیت در ارائه خوابگاه
آذربایجان شرقی,دانشگاه ملی مهارت - آموزشکده دختران تبریز,30108,مهندسی حرفه ای کامپیوتر,ناحیهای,روزانه,با آزمون,20,-,فقط زن,
آذربایجان شرقی,دانشگاه ملی مهارت - آموزشکده دختران تبریز,30109,مهندسی حرفه ای کامپیوتر,ناحیهای,روزانه,با آزمون,-,20,فقط زن,
آذربایجان شرقی,دانشگاه ملی مهارت - آموزشکده دختران تبریز,30110,مهندسی حرفه ای کامپیوتر,ناحیهای,نوبت دوم,با آزمون,10,-,فقط زن,
آذربایجان شرقی,دانشگاه ملی مهارت - آموزشکده دختران تبریز,30111,مهندسی حرفه ای کامپیوتر,ناحیهای,نوبت دوم,با آزمون,-,10,فقط زن,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,30112,مهندسی حرفه ای کامپیوتر,ناحیهای,روزانه,با آزمون,21,-,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,30113,مهندسی حرفه ای کامپیوتر,ناحیهای,روزانه,با آزمون,-,21,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,30114,مهندسی حرفه ای معماری,ناحیهای,روزانه,با آزمون,- 21,-,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,30115,مهندسی حرفه ای معماری,ناحیهای,روزانه,با آزمون,-,21,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,36020,حسابداری,ناحیهای,روزانه,با آزمون,2,-,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,36021,حسابداری,ناحیهای,روزانه,با آزمون,-,2,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,30116,مهندسی حرفه ای کامپیوتر,ناحیهای,نوبت دوم,با آزمون,9,-,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,30117,مهندسی حرفه ای کامپیوتر,ناحیهای,نوبت دوم,با آزمون,-,9,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,30118,مهندسی حرفه ای معماری,ناحیهای,نوبت دوم,با آزمون,9,-,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,30119,مهندسی حرفه ای معماری,ناحیهای,نوبت دوم,با آزمون,-,9,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,36022,حسابداری,ناحیهای,نوبت دوم,با آزمون,1,-,فقط مرد,
آذربایجان شرقی,دانشگاه ملی مهارت - دانشکده شماره یک پسران تبریز,36023,حسابداری,ناحیهای,نوبت دوم,با آزمون,-,1,فقط مرد,
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده کشاورزی اهر),10356,علوم و مهندسی باغبانی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,جدیدالورود - ممنوعیت مهمانی و انتقال
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده کشاورزی اهر),10357,علوم و مهندسی جنگل,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,جدیدالورود - ممنوعیت مهمانی و انتقال
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده کشاورزی اهر),10358,علوم و مهندسی جنگل,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,جدیدالورود - ممنوعیت مهمانی و انتقال
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده کشاورزی اهر),10359,مهندسی علوم دامی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,جدیدالورود - ممنوعیت مهمانی و انتقال
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده کشاورزی اهر),10360,علوم و مهندسی باغبانی,,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,جدیدالورود - ممنوعیت مهمانی و انتقال
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده کشاورزی اهر),10361,علوم و مهندسی جنگل,,نوبت دوم,صرفا با سوابق تحصیلی,2,-,هر دو,جدیدالورود - ممنوعیت مهمانی و انتقال
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده کشاورزی اهر),10362,علوم و مهندسی جنگل,,نوبت دوم,صرفا با سوابق تحصیلی,3,-,هر دو,جدیدالورود - ممنوعیت مهمانی و انتقال
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده کشاورزی اهر),10363,مهندسی علوم دامی,,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,جدیدالورود - ممنوعیت مهمانی و انتقال
آذربایجان شرقی,دانشگاه صنعتی سهند (محل تحصیل شهرستان ورزقان),10381,کاردانی فرآوری مواد معدنی,,روزانه,صرفا با سوابق تحصیلی,70,-,فقط مرد,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند (محل تحصیل شهرستان ورزقان),10382,کاردانی فرآوری مواد معدنی,,نوبت دوم,صرفا با سوابق تحصیلی,10,-,فقط مرد,فاقد خوابگاه
آذربایجان غربی,دانشگاه ارومیه,10383,علوم قرآن و حدیث,کشوری,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,دارای خوابگاه ملکی
آذربایجان غربی,دانشگاه ارومیه,30120,علوم و مهندسی آب,,روزانه,با آزمون,20,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30121,مهندسی انرژی,کشوری,روزانه,با آزمون,30,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30122,مهندسی برق,قطبی,روزانه,با آزمون,140,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30123,مهندسی پلیمر,کشوری,روزانه,با آزمون,40,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30124,مهندسی شهرسازی,قطبی,روزانه,با آزمون,40,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30125,مهندسی شیمی,کشوری,روزانه,با آزمون,45,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30126,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,50,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30127,مهندسی عمران,ناحیهای,روزانه,با آزمون,55,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30128,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,- 40,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30129,مهندسی ماشین های صنایع غذایی,,روزانه,با آزمون,25,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30130,مهندسی معدن,کشوری,روزانه,با آزمون,45,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30131,مهندسی معماری,ناحیهای,روزانه,با آزمون,40,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30132,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,50,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,30133,مهندسی و علم مواد,قطبی,روزانه,با آزمون,45,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,36024,اقتصاد,قطبی,روزانه,با آزمون,16,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,36025,حسابداری,ناحیهای,روزانه,با آزمون,4,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,36026,روانشناسی,قطبی,روزانه,با آزمون,3,-,هر دو,
آذربایجان غربی,دانشگاه ارومیه,36027,شیمی کاربردی,ناحیهای,روزانه,با آزمون,-,10,هر دو,
آذربایجان غربی,دانشگاه ارومیه,36028,علوم ورزشی,کشوری,روزانه,با آزمون,-,5,فقط زن,
آذربایجان غربی,دانشگاه ارومیه,36029,علوم ورزشی,کشوری,روزانه,با آزمون,-,5,فقط مرد,
آذربایجان غربی,دانشگاه ارومیه,36030,مدیریت بازرگانی,ناحیهای,روزانه,با آزمون,3,-,هر دو,
